Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,279.109985,287.149994,278.769989,284.859985,276.557404,661600
2019-05-21,287.670013,291.399994,283.119995,284.970001,276.664215,582500
2019-05-22,285.000000,287.429993,283.179993,284.429993,276.139923,282100
2019-05-23,282.260010,285.730011,281.049988,285.309998,276.994232,417300
2019-05-24,286.739990,286.940002,281.959991,282.609985,274.372955,320200
2019-05-28,283.160004,286.920013,278.880005,280.730011,272.547760,473700
2019-05-29,278.880005,279.799988,275.380005,277.730011,269.635193,432200
2019-05-30,277.750000,279.019989,272.500000,277.279999,269.198334,518700
2019-05-31,274.279999,280.410004,273.529999,279.500000,271.353577,520300
2019-06-03,279.700012,282.369995,273.950012,276.489990,268.431335,693000
2019-06-04,278.589996,284.140015,278.160004,284.000000,275.722443,470500
